City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Meridian,43.6121,-116.3915,69.08,47,0,8.05,US,2022-08-29 15:17:11
292,Lasa,46.6166,10.7002,78.69,43,19,2.01,IT,2022-08-29 15:21:17
293,Contamana,-7.3333,-75.0167,86.49,55,54,4.21,PE,2022-08-29 15:21:18
294,Decatur,39.8403,-88.9548,83.95,89,20,14.97,US,2022-08-29 15:16:44
295,Pontypool,51.7011,-3.0444,74.34,53,34,12.84,GB,2022-08-29 15:21:18
296,Vysokogornyy,50.1167,139.15,49.68,97,91,2.57,RU,2022-08-29 15:21:18
297,Neuquen,-38.9516,-68.0591,51.69,32,0,5.75,AR,2022-08-29 15:21:19
298,Rawson,-43.3002,-65.1023,60.26,26,100,19.86,AR,2022-08-29 15:21:19
299,Kenai,60.5544,-151.2583,51.15,100,75,3.44,US,2022-08-29 15:21:20
300,Derzhavinsk,51.1,66.3167,71.37,25,0,5.68,KZ,2022-08-29 15:21:20
301,Goulburn,-34.75,149.7167,51.55,89,0,14.03,AU,2022-08-29 15:18:55
302,Denpasar,-8.65,115.2167,80.26,88,75,10.36,ID,2022-08-29 15:21:21
303,Igrim,63.1906,64.4162,68.61,55,78,7.63,RU,2022-08-29 15:21:22
304,Rorvik,64.8621,11.2373,53.58,72,87,12.39,NO,2022-08-29 15:19:40
305,Goderich,43.7501,-81.7165,78.91,94,93,13.8,CA,2022-08-29 15:21:22
306,Wilmington,34.2257,-77.9447,77.95,87,100,4.0,US,2022-08-29 15:20:21
307,Riyadh,24.6877,46.7219,102.34,8,1,10.0,SA,2022-08-29 15:20:33
308,Tagbac,7.089,125.1567,71.01,95,100,1.7,PH,2022-08-29 15:21:22
309,Baculin,7.4525,126.5842,78.1,86,88,3.24,PH,2022-08-29 15:21:23
310,Tshikapa,-6.4167,20.8,76.41,78,99,2.42,CD,2022-08-29 15:21:23
311,Puksoozero,62.5903,40.6066,59.7,98,100,5.06,RU,2022-08-29 15:21:23
312,Koungou,-12.7336,45.2042,76.71,73,20,6.91,YT,2022-08-29 15:21:24
313,Keti Bandar,24.1447,67.4497,81.34,76,64,8.81,PK,2022-08-29 15:21:24
314,Ust-Tsilma,65.441,52.1498,61.99,56,99,5.68,RU,2022-08-29 15:21:24
315,Kaniama,-7.5667,24.1833,76.32,61,83,4.47,CD,2022-08-29 15:21:25
316,Nur,52.6683,22.3221,75.11,46,54,9.91,PL,2022-08-29 15:20:01
317,Poum,-20.2333,164.0167,71.91,69,6,17.9,NC,2022-08-29 15:21:25
318,Tignere,7.3667,12.65,72.18,79,72,5.99,CM,2022-08-29 15:21:26
319,Puerto Colombia,10.9878,-74.9547,80.69,75,84,9.82,CO,2022-08-29 15:21:26
320,Jiazi,22.8779,116.067,82.06,86,4,1.9,CN,2022-08-29 15:21:26
321,Saint Anthony,45.0205,-93.218,72.48,72,0,13.8,US,2022-08-29 15:21:26
322,Alofi,-19.0595,-169.9187,64.29,100,75,1.14,NU,2022-08-29 15:20:03
323,Port Lincoln,-34.7333,135.8667,52.77,64,100,18.07,AU,2022-08-29 15:21:27
324,Corinto,37.9407,22.9573,86.9,41,1,5.93,GR,2022-08-29 15:18:57
325,Dharchula,29.85,80.5333,72.41,93,73,2.53,IN,2022-08-29 15:21:27
326,Imbituba,-28.24,-48.6703,59.86,59,71,13.69,BR,2022-08-29 15:22:27
327,Egvekinot,66.3167,-179.1667,43.54,91,100,2.91,RU,2022-08-29 15:22:28
328,Saint-Georges,12.0564,-61.7485,82.27,81,98,12.39,GD,2022-08-29 15:22:28
329,Goundam,16.4145,-3.6708,89.04,46,100,9.19,ML,2022-08-29 15:22:28
330,Port Keats,-14.25,129.55,73.85,73,6,4.29,AU,2022-08-29 15:22:29
331,Chandrakona,22.7333,87.5167,82.4,81,75,9.84,IN,2022-08-29 15:22:29
332,Iqaluit,63.7506,-68.5145,42.53,86,75,2.3,CA,2022-08-29 15:22:29
333,Charters Towers,-20.1,146.2667,65.07,92,51,12.12,AU,2022-08-29 15:22:30
334,San Andres,12.5847,-81.7006,86.02,70,40,6.91,CO,2022-08-29 15:22:30
335,Srednekolymsk,67.45,153.6833,42.42,86,0,11.9,RU,2022-08-29 15:22:31
336,Salisbury,51.0693,-1.7957,75.47,43,40,11.5,GB,2022-08-29 15:18:34
337,Sabang,5.8933,95.3214,79.47,82,100,17.49,ID,2022-08-29 15:22:31
338,Severnoye,56.3491,78.3619,60.78,89,10,5.17,RU,2022-08-29 15:22:31
339,Dudinka,69.4058,86.1778,40.62,98,100,3.38,RU,2022-08-29 15:22:32
340,Gangarampur,25.4,88.5167,86.58,68,100,6.11,IN,2022-08-29 15:22:32
341,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.14,68,53,10.11,BR,2022-08-29 15:22:32
342,Ifakara,-8.1333,36.6833,87.6,30,22,6.44,TZ,2022-08-29 15:22:32
343,Estepona,36.4276,-5.1459,80.58,58,74,5.99,ES,2022-08-29 15:22:33
344,Qostanay,53.1667,63.5833,73.69,33,0,6.71,KZ,2022-08-29 15:19:27
345,Taoudenni,22.6783,-3.9836,105.51,22,85,10.54,ML,2022-08-29 15:22:33
346,Marzuq,14.4,46.4667,86.23,38,45,7.58,YE,2022-08-29 15:22:34
347,Kankaanpaa,61.8,22.4167,63.36,49,62,8.23,FI,2022-08-29 15:22:34
348,Waingapu,-9.6567,120.2641,76.91,84,13,11.03,ID,2022-08-29 15:22:34
349,Seymchan,62.8833,152.4333,51.03,92,100,5.66,RU,2022-08-29 15:22:35
350,Male,4.1748,73.5089,79.41,86,100,17.76,MV,2022-08-29 15:22:35
351,Baruun-Urt,46.6806,113.2792,50.86,78,98,14.81,MN,2022-08-29 15:22:35
352,Bonthe,7.5264,-12.505,78.76,80,100,16.15,SL,2022-08-29 15:22:35
353,Gat,31.61,34.7642,96.4,100,0,13.69,IL,2022-08-29 15:22:37
354,Zhigansk,66.7697,123.3711,44.91,91,100,8.39,RU,2022-08-29 15:22:37
355,Belmonte,-15.8631,-38.8828,78.69,59,39,4.85,BR,2022-08-29 15:22:37
356,Ancud,-41.8697,-73.8203,47.55,74,100,3.18,CL,2022-08-29 15:22:37
357,Samarai,-10.6167,150.6667,79.36,85,100,14.41,PG,2022-08-29 15:22:38
358,Matamoros,25.5333,-103.25,75.31,73,100,0.0,MX,2022-08-29 15:22:38
359,Codrington,-38.2667,141.9667,47.95,97,100,12.19,AU,2022-08-29 15:22:38
360,Jibuti,11.5,42.5,94.12,30,6,3.71,DJ,2022-08-29 15:22:38
361,Antoniny,49.8097,26.8771,79.23,49,87,15.28,UA,2022-08-29 15:22:39
362,Farafangana,-22.8167,47.8333,70.56,80,5,11.95,MG,2022-08-29 15:22:39
363,Kitsuki,33.4167,131.6167,75.67,91,99,4.29,JP,2022-08-29 15:22:39
364,Arcata,40.8665,-124.0828,54.93,96,100,3.44,US,2022-08-29 15:22:39
365,Kutum,14.2,24.6667,86.67,27,44,11.59,SD,2022-08-29 15:22:40
366,Necochea,-38.5473,-58.7368,54.63,39,0,13.51,AR,2022-08-29 15:22:41
367,Derbent,42.0678,48.2899,78.87,67,33,9.53,RU,2022-08-29 15:22:41
368,Sola,-13.8833,167.55,79.36,77,19,18.25,VU,2022-08-29 15:22:43
369,Namatanai,-3.6667,152.4333,78.13,76,40,8.57,PG,2022-08-29 15:22:43
370,Zhezkazgan,47.8043,67.7144,78.78,25,0,4.47,KZ,2022-08-29 15:22:43
371,Muravlenko,63.7898,74.523,48.87,51,71,7.52,RU,2022-08-29 15:23:43
372,Tuatapere,-46.1333,167.6833,42.3,92,62,3.27,NZ,2022-08-29 15:23:44
373,Kupang,-10.1667,123.5833,76.8,85,11,11.97,ID,2022-08-29 15:23:44
374,Lichuan,30.3,108.85,68.9,99,100,3.27,CN,2022-08-29 15:23:44
375,Veinticinco De Mayo,-35.4323,-60.1727,57.97,34,0,5.99,AR,2022-08-29 15:23:45
376,Bethanien,-26.502,17.1583,75.81,13,0,14.2,NA,2022-08-29 15:23:45
377,Berezovyy,51.6667,135.7,53.98,84,33,4.74,RU,2022-08-29 15:23:45
378,Nicoya,10.1483,-85.452,80.89,79,51,2.71,CR,2022-08-29 15:23:46
379,Lompoc,34.6391,-120.4579,60.6,94,100,4.61,US,2022-08-29 15:23:46
380,Cascais,38.6979,-9.4215,80.51,65,20,11.99,PT,2022-08-29 15:23:46
381,Avanigadda,16.0215,80.9181,81.36,81,69,4.63,IN,2022-08-29 15:23:46
382,Pontianak,-0.0333,109.3333,76.98,94,40,3.44,ID,2022-08-29 15:23:47
383,Wageningen,51.9667,5.6667,77.04,49,40,5.75,NL,2022-08-29 15:23:47
384,Sanmenxia,34.7747,111.1814,61.68,97,100,4.16,CN,2022-08-29 15:23:48
385,Tigre,-34.426,-58.5796,57.2,46,0,9.22,AR,2022-08-29 15:23:48
386,Aden,12.7794,45.0367,86.14,70,9,8.77,YE,2022-08-29 15:23:48
387,Holme,56.1138,10.1725,64.18,63,5,14.5,DK,2022-08-29 15:23:48
388,Arsk,56.0915,49.8778,78.76,35,66,7.99,RU,2022-08-29 15:23:49
389,Praia Da Vitoria,38.7333,-27.0667,79.05,78,75,3.71,PT,2022-08-29 15:23:49
390,Sault Sainte Marie,46.5168,-84.3333,73.69,93,100,9.22,CA,2022-08-29 15:22:38
391,Bantou,26.2151,117.4893,79.38,86,67,1.95,CN,2022-08-29 15:23:49
392,Sitka,57.0531,-135.33,57.09,94,100,8.05,US,2022-08-29 15:23:50
393,Teyateyaneng,-29.1472,27.7489,65.93,11,0,13.18,LS,2022-08-29 15:23:50
394,Antofagasta,-23.65,-70.4,58.28,59,2,6.71,CL,2022-08-29 15:23:51
395,Tura,25.5198,90.2201,74.84,93,80,3.94,IN,2022-08-29 15:23:51
396,Chanika,-5.4167,38.0167,75.87,46,80,9.95,TZ,2022-08-29 15:23:51
397,Mandalgovi,45.7625,106.2708,45.48,76,27,14.88,MN,2022-08-29 15:23:52
398,Yulara,-25.2406,130.9889,54.55,37,0,14.43,AU,2022-08-29 15:23:52
399,Champoton,19.35,-90.7167,84.87,66,3,6.51,MX,2022-08-29 15:23:52
400,Tazovskiy,67.4667,78.7,40.55,71,12,8.19,RU,2022-08-29 15:23:53
401,Pisco,-13.7,-76.2167,60.03,88,100,5.75,PE,2022-08-29 15:23:53
402,Clarence Town,-32.5833,151.7833,61.95,93,100,4.34,AU,2022-08-29 15:23:53
403,La Sarre,48.8002,-79.1996,61.97,98,100,7.34,CA,2022-08-29 15:22:29
404,Surani,45.2,26.1667,80.37,69,96,4.12,RO,2022-08-29 15:23:54
405,Wamba,8.9333,8.6,75.43,86,98,2.04,NG,2022-08-29 15:23:54
406,Vila Franca Do Campo,37.7167,-25.4333,79.2,58,32,4.16,PT,2022-08-29 15:23:54
407,Iralaya,15.0,-83.2333,82.87,79,38,6.93,HN,2022-08-29 15:23:55
408,Bukama,-9.2,25.85,89.74,29,70,6.53,CD,2022-08-29 15:23:55
409,Mao,39.8885,4.2658,84.76,51,0,12.66,ES,2022-08-29 15:23:53
410,Kulhudhuffushi,6.6221,73.07,80.83,79,76,20.49,MV,2022-08-29 15:23:55
411,Tecoanapa,16.5167,-98.75,78.31,81,100,3.06,MX,2022-08-29 15:23:56
412,Moca,19.5,-70.5,79.3,70,40,9.22,DO,2022-08-29 15:23:56
413,High Prairie,55.4334,-116.4858,57.16,64,100,5.44,CA,2022-08-29 15:23:56
414,Buala,-8.145,159.5921,79.27,83,27,8.19,SB,2022-08-29 15:23:57
415,Reconquista,-29.15,-59.65,57.85,35,0,10.0,AR,2022-08-29 15:23:57
416,Katherine,-14.4667,132.2667,82.72,57,0,8.05,AU,2022-08-29 15:23:57
417,Maldonado,-34.6667,-54.9167,54.79,54,0,5.03,UY,2022-08-29 15:24:57
418,Siderno,38.2779,16.302,86.34,54,10,4.14,IT,2022-08-29 15:24:58
419,Leua,48.2156,18.6071,81.5,65,93,5.73,SK,2022-08-29 15:24:58
420,Los Llanos De Aridane,28.6585,-17.9182,73.15,70,20,8.05,ES,2022-08-29 15:24:58
421,Meulaboh,4.1363,96.1285,76.57,88,100,3.22,ID,2022-08-29 15:24:59
422,Manokwari,-0.8667,134.0833,78.98,77,64,4.61,ID,2022-08-29 15:24:59
423,Xiongzhou,25.1167,114.3,80.65,83,29,2.75,CN,2022-08-29 15:24:59
424,Maralal,1.0968,36.698,69.89,51,65,7.09,KE,2022-08-29 15:25:00
425,Maniitsoq,65.4167,-52.9,45.18,74,99,16.04,GL,2022-08-29 15:25:00
426,Sorong,-0.8833,131.25,79.09,84,100,3.42,ID,2022-08-29 15:25:00
427,Tautira,-17.7333,-149.15,76.95,76,41,8.75,PF,2022-08-29 15:25:01
428,Okha,53.5739,142.9478,50.4,88,0,6.85,RU,2022-08-29 15:23:24
429,Santa Maria,-29.6842,-53.8069,52.9,54,20,12.66,BR,2022-08-29 15:25:01
430,Vanimo,-2.6741,141.3028,77.25,89,100,4.74,PG,2022-08-29 15:25:01
431,Roma,43.2128,-75.4557,85.73,68,20,10.36,US,2022-08-29 15:25:01
432,Baindur,13.8667,74.6333,78.71,91,100,9.8,IN,2022-08-29 15:25:02
433,Maceio,-9.6658,-35.7353,81.84,65,75,11.5,BR,2022-08-29 15:25:02
434,Liliongan,7.3628,124.7928,73.76,94,100,0.29,PH,2022-08-29 15:25:02
435,Berlevag,70.8578,29.0864,46.35,61,100,21.85,NO,2022-08-29 15:25:03
436,Benjamin Constant,-4.3831,-70.0311,73.53,94,40,4.61,BR,2022-08-29 15:25:03
437,Yarmouth,41.7057,-70.2286,81.97,75,20,9.22,US,2022-08-29 15:25:03
438,Trairi,-3.2778,-39.2689,88.12,47,22,16.22,BR,2022-08-29 15:24:17
439,Constitucion,-35.3333,-72.4167,60.37,61,14,7.56,CL,2022-08-29 15:25:04
440,Khani,41.9563,42.9566,76.57,68,14,4.97,GE,2022-08-29 15:25:04
441,Sembe,1.6481,14.5806,77.97,87,94,2.53,CG,2022-08-29 15:25:04
442,Bara,10.3744,10.7288,81.95,64,91,2.39,NG,2022-08-29 15:25:05
443,Fairbanks,64.8378,-147.7164,50.81,94,100,0.0,US,2022-08-29 15:25:05
444,Arrecife,28.963,-13.5477,80.58,54,20,8.05,ES,2022-08-29 15:25:05
445,Kropotkin,45.4375,40.5756,93.58,29,43,6.26,RU,2022-08-29 15:25:06
446,Cairns,-16.9167,145.7667,75.15,89,75,10.36,AU,2022-08-29 15:25:06
447,Dovers,12.8833,-61.1833,87.39,77,67,17.07,VC,2022-08-29 15:25:06
448,Sabla,12.7525,4.7077,87.03,55,100,5.35,NG,2022-08-29 15:25:07
449,Sabzevar,36.2126,57.6819,87.08,16,0,0.0,IR,2022-08-29 15:25:07
450,Uhlove,44.8215,33.6045,83.01,56,0,7.14,UA,2022-08-29 15:25:07
451,West Des Moines,41.572,-93.7453,73.51,79,100,9.22,US,2022-08-29 15:25:08
452,South Elgin,41.9942,-88.2923,83.62,82,40,11.5,US,2022-08-29 15:25:08
453,Anchorage,61.2181,-149.9003,52.2,94,100,3.44,US,2022-08-29 15:24:36
454,George Town,5.4112,100.3354,80.89,90,40,8.05,MY,2022-08-29 15:25:08
455,Santa Maria Da Boa Vista,-8.8078,-39.8256,86.86,28,11,12.55,BR,2022-08-29 15:25:08
456,Narsaq,60.9167,-46.05,48.42,84,100,2.71,GL,2022-08-29 15:25:09
457,Neiafu,-18.65,-173.9833,63.28,100,20,0.0,TO,2022-08-29 15:25:09
458,Leshukonskoye,64.8989,45.7622,62.82,57,96,4.85,RU,2022-08-29 15:25:09
459,Pagudpud,18.5616,120.7868,80.6,86,92,1.25,PH,2022-08-29 15:25:10
460,Stephenville,32.2207,-98.2023,84.87,72,0,10.36,US,2022-08-29 15:25:10
461,Shelburne,44.0787,-80.2041,77.36,78,100,15.37,CA,2022-08-29 15:25:10
462,Ust-Nera,64.5667,143.2,53.22,65,99,3.04,RU,2022-08-29 15:25:11
463,Ust-Maya,60.4167,134.5333,49.03,71,6,2.48,RU,2022-08-29 15:26:11
464,Mitsamiouli,-11.3847,43.2844,79.09,65,20,8.05,KM,2022-08-29 15:26:11
465,Khaniotis,39.9991,23.58,85.91,49,0,3.4,GR,2022-08-29 15:26:12
466,Key West,24.5557,-81.7826,89.6,74,0,9.22,US,2022-08-29 15:25:55
467,Kachiry,53.0675,76.1036,65.03,37,49,5.91,KZ,2022-08-29 15:26:12
468,Quilmana,-12.95,-76.3833,67.5,62,91,6.13,PE,2022-08-29 15:26:12
469,Sioux Lookout,50.1001,-91.917,62.67,100,100,8.05,CA,2022-08-29 15:26:13
470,La Baule-Escoublac,47.2922,-2.364,87.71,37,0,12.66,FR,2022-08-29 15:26:13
471,Hakkari,37.5833,44.1667,82.18,13,20,8.05,TR,2022-08-29 15:26:13
472,Chiny,49.7333,5.3333,83.05,40,93,7.45,BE,2022-08-29 15:26:14
473,Mehran,33.1222,46.1646,106.86,6,0,8.14,IR,2022-08-29 15:26:14
474,San Cristobal,7.7669,-72.225,78.98,56,79,6.76,VE,2022-08-29 15:22:43
475,Sunndalsora,62.6754,8.5515,62.46,56,15,6.64,NO,2022-08-29 15:26:14
476,Rhyl,53.3196,-3.4886,70.95,37,50,7.0,GB,2022-08-29 15:26:15
477,Zapolyarnyy,69.4154,30.8136,45.68,61,100,20.07,RU,2022-08-29 15:26:15
478,Sao Miguel,-5.4667,-35.3667,83.17,64,66,19.44,BR,2022-08-29 15:26:15
479,Bubaque,11.2833,-15.8333,79.29,81,100,15.57,GW,2022-08-29 15:26:16
480,Nanortalik,60.1432,-45.2371,40.19,93,90,10.36,GL,2022-08-29 15:26:16
481,Hailakandi,24.6833,92.5667,78.19,90,100,2.33,IN,2022-08-29 15:26:16
482,Laguna,38.421,-121.4238,71.64,76,0,6.91,US,2022-08-29 15:26:17
483,Soltau,52.9833,9.8333,74.71,42,100,7.67,DE,2022-08-29 15:26:17
484,Maneadero,31.7167,-116.5667,69.1,83,33,3.0,MX,2022-08-29 15:26:17
485,Fare,-16.7,-151.0167,78.17,71,82,11.99,PF,2022-08-29 15:26:18
486,Hofn,64.2539,-15.2082,53.62,87,100,2.3,IS,2022-08-29 15:26:15
487,Mackenzie,55.2999,-123.1698,57.42,94,100,6.91,CA,2022-08-29 15:26:18
488,Presidencia Roque Saenz Pena,-26.7852,-60.4388,61.38,26,71,9.22,AR,2022-08-29 15:26:19
489,Pedasi,7.5333,-80.0333,78.94,79,100,2.91,PA,2022-08-29 15:26:19
490,Lebu,-37.6167,-73.65,54.86,63,81,3.67,CL,2022-08-29 15:26:19
491,Shubarshi,48.5872,57.1869,82.67,25,13,5.84,KZ,2022-08-29 15:26:20
492,Gamba,-2.65,10.0,76.35,74,81,8.03,GA,2022-08-29 15:26:20
493,Mamanguape,-6.8386,-35.1261,80.92,59,63,13.91,BR,2022-08-29 15:26:20
494,Saint-Jean-De-Maurienne,45.1667,6.5833,68.79,34,36,6.44,FR,2022-08-29 15:26:21
495,Severnyy,50.677,36.5532,77.04,47,0,6.71,RU,2022-08-29 15:26:21
496,Sechura,-5.5569,-80.8222,70.29,66,42,8.81,PE,2022-08-29 15:26:21
497,Gazanjyk,39.2446,55.5154,85.42,13,0,3.04,TM,2022-08-29 15:26:22
498,Christchurch,-43.5333,172.6333,47.91,83,1,4.0,NZ,2022-08-29 15:26:22
499,Naco,31.3347,-109.9483,77.79,78,0,4.47,MX,2022-08-29 15:26:22
500,Lyubech,51.7026,30.6569,87.06,27,45,12.77,UA,2022-08-29 15:26:23
501,Kalmunai,7.4167,81.8167,80.64,82,74,8.48,LK,2022-08-29 15:26:23
502,Agartala,23.8364,91.275,84.22,89,40,2.3,IN,2022-08-29 15:26:23
503,Agirish,61.9247,63.0231,64.56,65,100,5.32,RU,2022-08-29 15:26:24
504,Upata,8.0086,-62.3989,83.19,78,7,3.62,VE,2022-08-29 15:26:24
505,Beni,0.5,29.4667,72.86,72,84,1.9,CD,2022-08-29 15:26:24
506,Las Vegas,36.175,-115.1372,89.76,40,0,4.61,US,2022-08-29 15:24:25
507,Cozumel,20.5083,-86.9458,88.0,75,40,8.05,MX,2022-08-29 15:21:54
508,Kem,64.9555,34.5793,56.61,62,97,9.06,RU,2022-08-29 15:26:25
509,Kudahuvadhoo,2.6708,72.8944,81.46,76,100,21.3,MV,2022-08-29 15:26:40
510,Zvishavane,-20.3267,30.0665,82.24,13,0,9.26,ZW,2022-08-29 15:27:25
511,Ulladulla,-35.35,150.4667,58.77,92,3,5.46,AU,2022-08-29 15:27:25
512,Quatre Cocos,-20.2078,57.7625,71.71,75,80,8.01,MU,2022-08-29 15:27:26
513,Ambovombe,-25.1667,46.0833,70.65,70,10,8.95,MG,2022-08-29 15:27:26
514,Sisimiut,66.9395,-53.6735,47.55,60,100,9.51,GL,2022-08-29 15:27:26
515,Marca,47.2167,22.5667,84.52,41,100,4.88,RO,2022-08-29 15:27:27
516,Shache,38.4167,77.2406,70.63,47,81,6.38,CN,2022-08-29 15:27:27
517,Viedma,-40.8135,-62.9967,60.53,19,40,24.7,AR,2022-08-29 15:27:27
518,Pafos,34.7667,32.4167,84.24,70,0,14.97,CY,2022-08-29 15:27:28
519,Marawi,7.9986,124.2928,69.64,92,98,2.3,PH,2022-08-29 15:27:28
520,Balikpapan,-1.2675,116.8289,81.59,89,75,3.44,ID,2022-08-29 15:27:28
521,Hare Bay,48.8499,-54.0148,76.35,40,95,11.97,CA,2022-08-29 15:27:29
522,San Carlos,9.6612,-68.5827,81.91,79,77,3.58,VE,2022-08-29 15:27:29
523,Rapid Valley,44.0625,-103.1463,74.14,40,0,5.75,US,2022-08-29 15:27:29
524,Kyaikkami,16.08,97.5675,81.88,83,100,1.68,MM,2022-08-29 15:27:29
525,Pustomyty,49.7153,23.913,75.06,57,51,11.23,UA,2022-08-29 15:27:30
526,Bongandanga,1.5,21.05,78.3,75,100,1.86,CD,2022-08-29 15:27:30
527,Auki,-8.7676,160.7034,75.88,90,33,4.9,SB,2022-08-29 15:27:30
528,Siavonga,-16.5382,28.7088,84.58,32,0,3.91,ZM,2022-08-29 15:27:31
529,Penzance,50.1186,-5.5371,70.92,49,20,21.85,GB,2022-08-29 15:27:31
530,Medford,42.3265,-122.8756,66.6,63,0,0.0,US,2022-08-29 15:27:08
531,Ailigandi,9.2333,-78.0167,79.75,81,100,3.65,PA,2022-08-29 15:27:31
532,Rio Gallegos,-51.6226,-69.2181,46.45,66,75,6.91,AR,2022-08-29 15:26:57
533,Kidal,18.4411,1.4078,95.0,32,99,7.99,ML,2022-08-29 15:27:32
534,Nailsea,51.4324,-2.7585,76.01,48,9,13.8,GB,2022-08-29 15:27:32
535,Salur,18.5333,83.2167,79.84,87,77,1.77,IN,2022-08-29 15:27:32
536,Lasem,-6.6922,111.4527,78.93,71,34,6.78,ID,2022-08-29 15:27:33
537,Formiga,-20.4644,-45.4264,79.88,36,92,9.69,BR,2022-08-29 15:27:33
538,Lancaster,40.2504,-76.2499,84.15,74,75,5.99,US,2022-08-29 15:24:17
539,Port Blair,11.6667,92.75,82.44,83,40,2.3,IN,2022-08-29 15:27:33
540,Hambantota,6.1241,81.1185,80.94,89,20,3.44,LK,2022-08-29 15:27:34
541,Dawei,14.0833,98.2,78.37,92,100,1.45,MM,2022-08-29 15:27:34
542,Severo-Yeniseyskiy,60.3725,93.0408,34.5,88,97,12.39,RU,2022-08-29 15:27:34
543,Qasigiannguit,68.8193,-51.1922,52.05,65,100,10.47,GL,2022-08-29 15:27:34
544,Kirkenes,69.7271,30.0458,47.35,66,75,16.11,NO,2022-08-29 15:27:35
545,Cabo San Lucas,22.8909,-109.9124,88.05,65,40,0.0,MX,2022-08-29 15:26:26
546,Rivers,50.0308,-100.2403,63.55,68,65,22.37,CA,2022-08-29 15:27:35
547,Bodden Town,19.2833,-81.25,78.93,92,100,10.36,KY,2022-08-29 15:27:35
548,Pehowa,29.9833,76.5833,84.92,66,27,2.86,IN,2022-08-29 15:27:36
549,Chicama,-7.8447,-79.1469,59.54,64,34,6.69,PE,2022-08-29 15:27:36
550,Huarmey,-10.0681,-78.1522,65.71,72,29,8.21,PE,2022-08-29 15:27:36
551,Anoka,45.2505,-93.2508,72.95,75,40,11.5,US,2022-08-29 15:27:37
552,Ca Mau,9.1769,105.15,79.72,86,49,3.27,VN,2022-08-29 15:25:30
553,Dicabisagan,17.0818,122.4157,80.19,86,99,3.98,PH,2022-08-29 15:27:37
554,Fort-Shevchenko,44.5086,50.263,83.16,37,1,4.25,KZ,2022-08-29 15:28:37
555,Bogatynia,50.9075,14.9563,74.39,57,17,5.01,PL,2022-08-29 15:28:38
556,Sandnessjoen,66.0217,12.6316,54.12,83,75,5.01,NO,2022-08-29 15:28:38
557,Nampula,-15.1165,39.2666,82.35,30,20,6.91,MZ,2022-08-29 15:28:38
558,Cuorgne,45.3895,7.6499,87.66,55,25,1.01,IT,2022-08-29 15:28:38
559,Ishigaki,24.3448,124.1572,84.33,89,40,4.61,JP,2022-08-29 15:28:39
560,Broome,42.2506,-75.833,83.01,74,100,10.0,US,2022-08-29 15:28:39
561,Wagar,16.1525,36.2032,95.58,30,1,3.09,SD,2022-08-29 15:28:39
562,Dogondoutchi,13.6393,4.0287,91.22,44,97,7.85,NE,2022-08-29 15:28:40
563,Sao Luiz Gonzaga,-28.4083,-54.9608,53.78,52,100,14.43,BR,2022-08-29 15:25:46
564,Takoradi,4.8845,-1.7554,77.72,77,88,9.64,GH,2022-08-29 15:27:02
565,Harper,4.375,-7.7169,79.41,74,74,12.64,LR,2022-08-29 15:28:40
566,Nehe,48.4833,124.8333,52.14,97,53,7.94,CN,2022-08-29 15:28:40
567,Talnakh,69.4865,88.3972,36.21,92,68,6.26,RU,2022-08-29 15:26:46
